Id,SalePrice
1698,369107.866
1699,314495.8233
1700,245006.0789
1701,259272.724
1702,247991.5432
1703,253081.5531
1704,284986.9787
1705,223756.0451
1706,443471.7824
1707,196249.3277
1708,194299.6012
1709,270841.2623
1710,213657.7874
1711,263729.8064
1712,256435.4226
1713,267631.3971
1714,215038.6656
1715,194308.7804
1716,184350.1234
1717,177129.5715
1718,132444.5738
1719,196704.0031
1720,243519.464
1721,174333.4417
1722,125216.1155
1723,159487.3692
1724,214499.1126
1725,227819.6697
1726,183906.096
1727,149576.9816
1728,181150.6484
1729,165999.9758
1730,172370.8559
1731,118689.0926
1732,123905.2724
1733,113892.5809
1734,117668.3109
1735,136771.9573
1736,112360.349
1737,397065.5823
1738,248846.3165
1739,275596.5147
1740,204040.354
1741,179787.3114
1742,153279.9564
1743,170704.9598
1744,320243.1055
1745,207684.2584
1746,199568.9613
1747,232902.7
1748,228827.8704
1749,147854.0255
1750,138247.1511
1751,267204.2977
1752,114261.1771
1753,146403.0601
1754,215685.5902
1755,154256.8261
1756,133768.7468
1757,115143.7482
1758,140074.8528
1759,165021.8263
1760,171575.6007
1761,164354.009
1762,178484.7799
1763,163554.5156
1764,108018.5143
1765,182220.6117
1766,201554.7315
1767,261183.5521
1768,136428.6943
1769,185558.2556
1770,157527.6921
1771,117904.0772
1772,124808.9846
1773,125322.4308
1774,132970.9954
1775,135475.8415
1776,120263.0976
1777,104393.8854
1778,139437.3091
1779,112680.3437
1780,185828.539
1781,119365.8962
1782,83371.40594
1783,142452.9303
1784,101831.3847
1785,109694.9145
1786,142595.611
1787,160413.2762
1788,61916.67492
1789,102166.4272
1790,71139.20957
1791,208794.5617
1792,165651.4334
1793,146154.983
1794,168184.9799
1795,127678.0834
1796,120992.5305
1797,137498.2067
1798,113384.0275
1799,109580.6331
1800,109256.3125
1801,120245.9921
1802,146952.7576
1803,146083.9234
1804,139301.2976
1805,142571.3261
1806,136082.1227
1807,143650.5554
1808,120403.4003
1809,114856.8743
1810,139621.2134
1811,89367.46637
1812,94160.46017
1813,126511.3383
1814,92466.98703
1815,61495.67499
1816,102043.7218
1817,99681.57982
1818,131893.5583
1819,123542.2849
1820,67736.27825
1821,115763.0783
1822,148406.8958
1823,56807.15715
1824,124019.3639
1825,127918.0126
1826,94618.50694
1827,104945.8342
1828,132625.2051
1829,131958.4257
1830,142879.5472
1831,157852.0086
1832,90460.70545
1833,139123.233
1834,125439.751
1835,124218.6248
1836,125460.8955
1837,94307.27443
1838,132224.236
1839,104120.6595
1840,142107.6577
1841,131395.9798
1842,89478.91182
1843,138188.1502
1844,129494.667
1845,134819.1865
1846,144883.6188
1847,141339.9323
1848,54877.39272
1849,107082.6223
1850,112762.7021
1851,144294.9396
1852,123632.7045
1853,124030.366
1854,170149.9839
1855,149631.0255
1856,229274.8786
1857,127486.414
1858,139271.7972
1859,117101.8839
1860,161006.3661
1861,116626.4094
1862,336671.8684
1863,333895.0876
1864,333971.0844
1865,349453.0914
1866,314841.7936
1867,237652.4403
1868,288854.1991
1869,215064.4197
1870,227022.1726
1871,240889.838
1872,171186.8455
1873,225342.2157
1874,152653.0248
1875,197635.2006
1876,196215.816
1877,211453.667
1878,207483.1988
1879,118800.0027
1880,140590.1188
1881,256188.0107
1882,244891.0113
1883,182781.1275
1884,197927.023
1885,237140.4074
1886,273052.926
1887,221584.5526
1888,298557.2255
1889,167298.5191
1890,120295.2293
1891,139969.9133
1892,97673.88885
1893,125806.5736
1894,120494.7746
1895,134605.9238
1896,124768.4639
1897,119356.2683
1898,119804.731
1899,146485.0396
1900,143942.865
1901,154712.0153
1902,128230.6978
1903,209612.7281
1904,131295.6122
1905,182764.8448
1906,161757.1406
1907,187870.2062
1908,132976.5718
1909,151278.6348
1910,140635.5682
1911,190543.6961
1912,330531.2446
1913,141688.4768
1914,80157.84028
1915,261012.6753
1916,47539.69863
1917,258514.8788
1918,146045.3942
1919,197959.7344
1920,165282.3779
1921,371137.6625
1922,287544.9095
1923,220061.2088
1924,226568.5517
1925,207535.8269
1926,360581.0969
1927,132378.8667
1928,156554.2517
1929,123183.2924
1930,126513.8471
1931,150040.0595
1932,137159.8902
1933,185756.1308
1934,185266.6417
1935,171868.6188
1936,180007.8822
1937,178618.611
1938,161347.4232
1939,229116.7231
1940,178333.4769
1941,177525.5883
1942,174053.0359
1943,194035.4904
1944,293166.6219
1945,323293.8042
1946,144583.5239
1947,269032.2293
1948,177744.9759
1949,241316.2164
1950,199588.5096
1951,264550.6355
1952,223071.6461
1953,169256.8178
1954,199657.7076
1955,135655.0631
1956,382122.8819
1957,159016.4022
1958,314149.5586
1959,141492.2945
1960,105501.3312
1961,121466.1639
1962,110876.3597
1963,123485.5565
1964,113888.0189
1965,152308.039
1966,146232.0432
1967,281589.9134
1968,397636.4947
1969,330122.6986
1970,404790.82
1971,479755.566
1972,364304.9553
1973,262374.8344
1974,302955.964
1975,533666.2395
1976,270637.6712
1977,333119.0152
1978,323348.842
1979,308551.6467
1980,185365.8289
1981,325597.6595
1982,216260.0472
1983,198608.7043
1984,169702.9093
1985,230587.6227
1986,231559.2056
1987,189771.1638
1988,174969.6418
1989,194696.4887
1990,211815.4332
1991,227773.2707
1992,212946.5494
1993,176082.6049
1994,240405.3328
1995,188323.1873
1996,232975.5415
1997,285525.1316
1998,308082.7116
1999,275079.5969
2000,307010.9341
2001,263799.6284
2002,245405.6117
2003,256567.8496
2004,290395.2236
2005,221931.2375
2006,214531.5828
2007,243676.619
2008,203187.0843
2009,186268.3608
2010,191513.6749
2011,137940.4632
2012,171804.1781
2013,164804.6054
2014,171747.3668
2015,178512.5249
2016,183715.1978
2017,185453.9584
2018,121536.7104
2019,146959.4663
2020,108921.5009
2021,104920.2559
2022,185739.6376
2023,144399.8914
2024,260306.263
2025,347317.2003
2026,164002.2461
2027,148586.3041
2028,158365.7961
2029,160578.503
2030,247193.0632
2031,231396.2882
2032,235939.3867
2033,239725.9912
2034,166053.5201
2035,213656.5866
2036,199840.5602
2037,203984.8381
2038,312634.1522
2039,200781.6404
2040,293050.679
2041,300904.1262
2042,201821.6971
2043,176768.4648
2044,193878.6283
2045,226521.7421
2046,143828.0562
2047,142210.0672
2048,142747.7793
2049,145546.0224
2050,175615.4542
2051,103208.0826
2052,125913.8568
2053,141119.8247
2054,90288.8803
2055,146038.5461
2056,142858.1515
2057,109108.7879
2058,207942.6497
2059,129435.7041
2060,183807.4793
2061,177866.473
2062,119073.6961
2063,104290.1249
2064,134886.7993
2065,114473.5503
2066,157165.1505
2067,114013.7517
2068,143553.0298
2069,87127.23245
2070,111904.3279
2071,94086.06784
2072,144932.4456
2073,135420.4269
2074,171745.9636
2075,139688.8522
2076,127849.0972
2077,133571.6199
2078,113666.7102
2079,132221.8545
2080,121271.2632
2081,120399.4981
2082,125594.9434
2083,136044.0754
2084,106272.445
2085,111906.468
2086,136291.8664
2087,130624.5256
2088,102126.0686
2089,82539.55409
2090,134536.479
2091,92996.22186
2092,127982.1906
2093,120925.6721
2094,115405.3205
2095,155528.6751
2096,88514.20297
2097,96238.60131
2098,144030.0509
2099,67836.71327
2100,74951.47061
2101,110458.4185
2102,134638.3176
2103,97961.17848
2104,134420.612
2105,120095.9071
2106,64403.50686
2107,182788.7324
2108,115299.6
2109,109074.7376
2110,124158.1087
2111,152915.1508
2112,120896.0711
2113,121776.2761
2114,122750.8369
2115,155153.2369
2116,121023.7085
2117,146456.6255
2118,116947.8475
2119,113856.2336
2120,123070.099
2121,96583.52276
2122,95349.52545
2123,96789.84366
2124,164569.3769
2125,125945.6476
2126,127623.7467
2127,159620.4994
2128,124407.0739
2129,85286.12677
2130,134793.5633
2131,160240.1994
2132,116367.9321
2133,120274.7991
2134,121818.5117
2135,107417.7555
2136,66668.45544
2137,116330.5186
2138,133108.5178
2139,151161.6696
2140,139763.5572
2141,158170.7577
2142,113166.9882
2143,137768.8448
2144,112875.7605
2145,143519.841
2146,177627.1462
2147,143864.3181
2148,139925.0343
2149,152921.1715
2150,226075.1191
2151,119396.6373
2152,157684.0787
2153,183560.8802
2154,105391.185
2155,147683.5607
2156,264529.0577
2157,241703.4034
2158,221319.6197
2159,203864.2965
2160,192420.5334
2161,251348.1131
2162,487729.8875
2163,371194.5151
2164,238497.2426
2165,185422.459
2166,156672.832
2167,212302.7717
2168,184652.4527
2169,185337.719
2170,194502.0798
2171,152972.8298
2172,142372.7959
2173,177348.1489
2174,226176.7745
2175,303768.6548
2176,288916.6846
2177,237608.4777
2178,215812.0841
2179,138115.2212
2180,233460.8172
2181,183848.6983
2182,222201.219
2183,185461.6449
2184,128044.7833
2185,118716.7044
2186,168030.7044
2187,160747.7527
2188,168099.0166
2189,278633.3828
2190,78983.23323
2191,79007.46232
2192,84640.03682
2193,106620.0187
2194,111590.0625
2195,95498.24106
2196,97761.47103
2197,116687.5884
2198,160364.5076
2199,200881.7018
2200,129261.5702
2201,120760.7889
2202,190614.4374
2203,112272.7018
2204,146880.608
2205,102913.3465
2206,132217.0462
2207,205709.5262
2208,253249.8304
2209,205025.644
2210,135929.4636
2211,129489.1583
2212,126978.4124
2213,102572.2025
2214,133318.8822
2215,105006.2287
2216,137688.6705
2217,69389.73526
2218,85521.36411
2219,90615.02801
2220,69035.59257
2221,262943.4917
2222,229677.155
2223,266823.4714
2224,225160.8585
2225,126039.2827
2226,184073.4797
2227,202281.7075
2228,256445.7545
2229,252836.7037
2230,142895.804
2231,205602.3974
2232,189663.4683
2233,181328.1149
2234,236353.4263
2235,201373.3102
2236,261417.9469
2237,315720.0201
2238,216747.1483
2239,121247.8863
2240,151948.0983
2241,143561.6963
2242,130479.0517
2243,137501.9359
2244,111981.529
2245,106508.8515
2246,134196.3986
2247,141698.2831
2248,125487.3142
2249,125693.4633
2250,135621.9927
2251,94354.28161
2252,189353.2197
2253,156460.4767
2254,170094.1681
2255,201653.2818
2256,173350.9718
2257,207612.8731
2258,161477.0944
2259,175346.6432
2260,131663.6295
2261,176059.6116
2262,195285.4299
2263,333639.8938
2264,544473.323
2265,172737.0993
2266,250859.585
2267,335665.4363
2268,404939.33
2269,161860.356
2270,197217.151
2271,233910.4101
2272,208658.8602
2273,166270.2096
2274,175963.558
2275,182907.7106
2276,188799.1176
2277,201394.7681
2278,154962.4182
2279,117449.7576
2280,110513.2589
2281,164227.7247
2282,179686.7434
2283,122010.2333
2284,117471.5544
2285,151873.088
2286,122912.835
2287,332848.5758
2288,266721.6466
2289,372456.0807
2290,436423.3222
2291,317162.1696
2292,434904.3821
2293,480693.3112
2294,353249.5275
2295,489664.3364
2296,276319.0901
2297,314371.4788
2298,290366.7238
2299,349420.6576
2300,305819.6041
2301,281944.9187
2302,246244.0107
2303,233286.4379
2304,256711.1021
2305,195936.9546
2306,187399.5633
2307,185881.4954
2308,215895.3089
2309,253882.3536
2310,209040.7363
2311,203508.9315
2312,184421.5389
2313,172627.5261
2314,180588.3769
2315,186243.5753
2316,196819.8875
2317,176414.2021
2318,173816.2937
2319,188099.2593
2320,195710.1567
2321,247294.2554
2322,195060.1375
2323,174382.8794
2324,185913.5156
2325,222423.6312
2326,175332.597
2327,204914.3455
2328,221439.7414
2329,190913.763
2330,186394.9384
2331,352825.8427
2332,369440.1583
2333,330198.0447
2334,239820.0822
2335,259526.7833
2336,313071.8509
2337,201003.4293
2338,287790.3115
2339,223642.8433
2340,401617.3329
2341,224169.2476
2342,228120.8557
2343,229121.6892
2344,215602.3371
2345,239973.688
2346,208450.7642
2347,191187.5558
2348,237934.6868
2349,172951.7555
2350,293593.0908
2351,235834.1688
2352,238855.4314
2353,241654.1053
2354,141986.0798
2355,143768.3869
2356,153989.5293
2357,191994.228
2358,180582.0499
2359,138909.1632
2360,117970.5533
2361,151659.7566
2362,265162.3738
2363,131991.8748
2364,185151.3948
2365,219775.5132
2366,188659.082
2367,210245.6987
2368,204703.403
2369,211614.6257
2370,167185.1654
2371,150723.1531
2372,176550.3139
2373,291016.5716
2374,339895.0814
2375,234958.9392
2376,297525.8134
2377,365433.8412
2378,144163.6252
2379,214125.782
2380,149963.3269
2381,167120.9094
2382,230486.9749
2383,207433.3233
2384,247153.4124
2385,171856.6592
2386,129218.3085
2387,127751.5608
2388,104976.7885
2389,122674.5508
2390,133826.7945
2391,145559.7724
2392,114015.8853
2393,167582.3264
2394,132156.0245
2395,214194.1368
2396,141562.3621
2397,229834.7834
2398,129466.2339
2399,64081.90093
2400,67036.76042
2401,126534.8561
2402,128829.0097
2403,147559.1245
2404,138952.6839
2405,155806.2938
2406,145257.9493
2407,121815.6017
2408,148015.573
2409,118907.9561
2410,194876.3655
2411,110014.7008
2412,147134.3346
2413,116659.9248
2414,148706.1294
2415,129196.3491
2416,126059.6814
2417,131660.7436
2418,134535.5264
2419,107680.3019
2420,125162.2848
2421,145947.3338
2422,105817.5616
2423,101903.4008
2424,153387.724
2425,216506.7438
2426,135887.3015
2427,111721.4371
2428,178057.2806
2429,113392.1333
2430,133797.5565
2431,106874.6448
2432,134475.9334
2433,139398.1182
2434,129241.4628
2435,149799.7406
2436,102689.0456
2437,106126.4133
2438,120484.5447
2439,115730.9164
2440,126712.3773
2441,103637.3872
2442,104947.8738
2443,131634.4965
2444,125976.9277
2445,88077.27059
2446,127089.0879
2447,195201.9993
2448,138688.3312
2449,113956.1201
2450,146633.5776
2451,133118.2116
2452,184710.3334
2453,92095.6398
2454,117972.2084
2455,127761.9697
2456,127454.2703
2457,127599.0506
2458,128037.3777
2459,106712.3721
2460,138717.9257
2461,122803.1698
2462,130063.3215
2463,114583.4551
2464,169693.1169
2465,131026.9569
2466,106888.8425
2467,150427.358
2468,87422.73324
2469,83619.85608
2470,194418.1904
2471,250151.15
2472,160045.0377
2473,116782.5819
2474,76693.4071
2475,238830.6205
2476,105892.6684
2477,111819.7429
2478,158227.8353
2479,103497.6853
2480,153031.5612
2481,113343.4601
2482,128573.7936
2483,108195.285
2484,122698.1643
2485,129329.1131
2486,140945.3362
2487,159893.8299
2488,174342.5673
2489,159087.9568
2490,148345.8613
2491,101092.5184
2492,191394.7071
2493,144295.5361
2494,150802.0944
2495,93794.01843
2496,234018.1359
2497,147994.3584
2498,106175.3823
2499,91569.96069
2500,126674.1
2501,130371.3957
2502,150001.4426
2503,96498.41208
2504,233627.8263
2505,214839.811
2506,268460.4462
2507,311420.084
2508,268727.0048
2509,214381.9811
2510,227306.3746
2511,176688.5884
2512,196496.4614
2513,225279.1252
2514,247078.7783
2515,143131.7044
2516,173678.5559
2517,145938.9491
2518,144912.3443
2519,215090.7805
2520,210186.9337
2521,185174.1713
2522,222407.8376
2523,121004.765
2524,133281.8169
2525,154386.0579
2526,136469.7114
2527,111635.2329
2528,125360.4925
2529,129095.2316
2530,133366.8424
2531,258154.7209
2532,226177.9895
2533,193507.4461
2534,226067.3295
2535,295931.6105
2536,242962.3889
2537,225550.5005
2538,192133.5369
2539,186972.1648
2540,184207.0853
2541,190112.5042
2542,150270.9069
2543,124192.8249
2544,117663.2098
2545,133431.2243
2546,137885.4875
2547,159058.8366
2548,157625.1833
2549,158227.1986
2550,1198349.971
2551,139234.4353
2552,131457.8359
2553,71605.96584
2554,104302.0497
2555,126668.6163
2556,102038.9817
2557,107209.8645
2558,137804.5689
2559,110979.7439
2560,141208.6811
2561,140833.4192
2562,122170.4977
2563,139841.8372
2564,185172.1893
2565,128908.5064
2566,124886.67
2567,114641.6056
2568,210862.5822
2569,203245.4539
2570,135675.8388
2571,163098.5029
2572,163379.276
2573,208316.134
2574,260159.6866
2575,136387.0462
2576,120570.2872
2577,129103.7603
2578,96765.56502
2579,64009.5757
2580,105560.0543
2581,126672.7343
2582,133730.6261
2583,265593.8187
2584,181407.7686
2585,183389.0941
2586,225287.545
2587,212946.6387
2588,142323.2701
2589,157694.8093
2590,215346.2564
2591,215155.4899
2592,215660.4787
2593,229957.1571
2594,186277.5974
2595,192859.5475
2596,290405.7358
2597,180495.4264
2598,274659.0509
2599,352114.929
2600,159569.0895
2601,140314.202
2602,92100.43902
2603,94762.3798
2604,93890.72212
2605,89465.68437
2606,139962.2216
2607,215023.4114
2608,221331.1983
2609,174539.0063
2610,110258.5918
2611,120901.8398
2612,163507.2987
2613,132710.3334
2614,122432.8981
2615,147915.9221
2616,157837.2039
2617,188489.6555
2618,191553.1502
2619,206793.7737
2620,186119.8376
2621,173784.0466
2622,182044.7477
2623,233370.3098
2624,310888.835
2625,275611.7233
2626,179515.3834
2627,163888.6575
2628,427588.7813
2629,456994.1401
2630,344680.7528
2631,467408.4922
2632,371795.1601
2633,274357.7623
2634,391109.0456
2635,163644.8521
2636,194075.0273
2637,173722.5865
2638,262655.5455
2639,189382.4027
2640,156973.39
2641,102981.295
2642,178643.1762
2643,118570.5127
2644,138961.867
2645,124344.272
2646,108801.8508
2647,118218.5697
2648,149603.0449
2649,153495.3168
2650,150488.851
2651,146296.7684
2652,427434.826
2653,247037.785
2654,243571.1147
2655,373633.9665
2656,310014.516
2657,332152.0145
2658,274482.6608
2659,299778.3576
2660,347434.1658
2661,341505.7389
2662,319351.0537
2663,295772.4371
2664,245255.895
2665,322141.4775
2666,266860.7804
2667,185588.8625
2668,193041.7956
2669,178322.7975
2670,288017.0986
2671,194333.0238
2672,202480.3643
2673,200995.6367
2674,211896.4557
2675,173368.0211
2676,193458.3935
2677,206585.4254
2678,262079.1172
2679,272384.6029
2680,272443.4155
2681,376835.4099
2682,315312.9357
2683,536373.6558
2684,297552.2546
2685,321910.6185
2686,265939.4276
2687,326820.4737
2688,225407.2622
2689,202873.4337
2690,463219.1373
2691,178710.1626
2692,134086.5669
2693,200579.7341
2694,145928.1296
2695,191902.373
2696,182372.9659
2697,181708.5451
2698,188621.1399
2699,168007.5804
2700,147298.1397
2701,152337.2968
2702,114658.5132
2703,144190.4568
2704,149430.6349
2705,112677.0317
2706,112628.3046
2707,123114.8007
2708,126108.2909
2709,109121.8553
2710,127382.5185
2711,349328.4052
2712,381401.8419
2713,169459.563
2714,149357.225
2715,149434.9567
2716,146251.47
2717,176603.6489
2718,212288.2518
2719,144265.7075
2720,195114.9156
2721,131431.3214
2722,161327.8077
2723,163095.6832
2724,121698.4734
2725,123413.3522
2726,142008.1362
2727,196376.6647
2728,173729.2046
2729,150163.0387
2730,138333.7284
2731,130518.4811
2732,119575.8591
2733,172669.948
2734,157479.4917
2735,122750.5682
2736,135883.5404
2737,117699.6041
2738,136819.2188
2739,160204.204
2740,135361.9764
2741,132232.9554
2742,154676.0779
2743,143725.6141
2744,163218.1439
2745,153247.7403
2746,121727.005
2747,134405.0757
2748,121388.2906
2749,129901.269
2750,125680.9172
2751,125707.0884
2752,215301.8179
2753,155325.8054
2754,253131.4485
2755,133363.3546
2756,98058.66921
2757,77564.46379
2758,91878.53509
2759,156073.1894
2760,115973.9636
2761,132253.1893
2762,134277.3167
2763,214493.2339
2764,150233.1155
2765,307274.1244
2766,129517.1031
2767,76718.19067
2768,114116.7122
2769,120093.7333
2770,157670.0182
2771,111082.2687
2772,106066.9742
2773,152123.6661
2774,131994.8424
2775,120248.7014
2776,134501.8706
2777,141049.8438
2778,130853.0786
2779,105410.295
2780,104512.5002
2781,101366.356
2782,95331.44753
2783,89282.49818
2784,122003.3284
2785,130292.2571
2786,71748.73679
2787,128125.3148
2788,72557.54809
2789,166353.1683
2790,99021.56443
2791,103184.9017
2792,66533.50099
2793,153346.8638
2794,86704.84798
2795,116481.6114
2796,91608.65376
2797,204439.6921
2798,110330.8535
2799,113082.4611
2800,73795.8876
2801,117582.5429
2802,123762.5901
2803,161623.8874
2804,126008.0074
2805,107083.0716
2806,81283.63004
2807,159949.4268
2808,143909.7556
2809,125178.6039
2810,127663.7712
2811,160641.9717
2812,170853.8064
2813,159512.6127
2814,162143.4073
2815,101147.587
2816,245927.516
2817,152029.0086
2818,129656.2238
2819,172622.4137
2820,130904.3402
2821,114982.6923
2822,195359.7104
2823,342361.1907
2824,171936.0206
2825,145553.7691
2826,129874.9359
2827,134849.1346
2828,215968.8551
2829,242371.9898
2830,238600.2058
2831,185221.3987
2832,257276.0328
2833,278662.4321
2834,219024.2269
2835,214120.2161
2836,183518.0987
2837,170318.8681
2838,145145.0213
2839,171966.6749
2840,194170.8226
2841,195649.7377
2842,226240.9188
2843,147804.2911
2844,171424.4295
2845,128132.1409
2846,198918.742
2847,197744.7224
2848,218338.8606
2849,196033.2723
2850,282379.6558
2851,222590.5365
2852,231640.7314
2853,230986.6837
2854,141112.6182
2855,205747.8255
2856,203378.8751
2857,185508.5299
2858,213478.6833
2859,113580.0048
2860,119655.1948
2861,127420.8038
2862,205504.5205
2863,128715.3417
2864,234348.6776
2865,148613.3848
2866,172619.1344
2867,97088.26795
2868,108935.0435
2869,110773.4181
2870,126447.9065
2871,89599.16491
2872,58045.56422
2873,100401.27
2874,124456.3871
2875,125906.2619
2876,177684.2474
2877,130983.7828
2878,159385.6115
2879,127521.3056
2880,99314.20604
2881,136158.9253
2882,147562.3103
2883,167829.4923
2884,191494.3171
2885,153636.2766
2886,218725.1482
2887,109346.3678
2888,132617.6444
2889,68830.4153
2890,84571.75109
2891,130950.6448
2892,68706.12569
2893,97550.39281
2894,52327.90866
2895,283110.7839
2896,251310.7104
2897,200979.1351
2898,166253.7617
2899,204869.1392
2900,157746.0486
2901,209361.8823
2902,181571.342
2903,342538.5288
2904,347118.4274
2905,77486.03729
2906,214093.4368
2907,120313.3458
2908,127024.8118
2909,159388.9632
2910,85967.18713
2911,92269.10777
2912,144126.1795
2913,97626.69248
2914,87471.39874
2915,97120.45796
2916,98661.53007
2917,184435.363
2918,109901.8265
2919,240479.32
